graph,frequency
ask_availability#size&handoff&inform&request#price!!!ask_availability#size->handoff&inform->ask_availability#size&request#price->inform,1
ask_is_bot&handoff&send_image&shop_turn!!!ask_is_bot->handoff&handoff->send_image&shop_turn->ask_is_bot,3
ask_is_bot&handoff&send_image&shop_turn!!!ask_is_bot->handoff&handoff->send_image&send_image->shop_turn,2
handoff&inform&request#price!!!handoff->inform&handoff->request#price&inform->handoff,1
ask_if_sells#size&handoff&send_image&thank!!!handoff->send_image&send_image->ask_if_sells#size&thank->handoff,2
ask_availability#size&greet&shop_turn&thank!!!ask_availability#size->shop_turn&shop_turn->thank&thank->greet,2
inform&request#price&send_link&shop_turn!!!inform->shop_turn&request#price->inform&shop_turn->send_link,2
handoff&inform&send_link&shop_turn!!!inform->shop_turn&send_link->handoff&shop_turn->send_link,2
ask_if_sells#size&handoff&shop_turn&thank!!!ask_if_sells#size->shop_turn&shop_turn->handoff&thank->ask_if_sells#size,3
ask_availability#size&handoff&send_image&thank!!!handoff->thank&send_image->ask_availability#size&thank->send_image,1
ask_if_sells#size&inform&send_image&thank!!!ask_if_sells#size->thank&inform->send_image&send_image->ask_if_sells#size,1
ask_availability#size&inform&send_image!!!ask_availability#size->send_image&inform->inform&send_image->inform,2
greet&handoff&request#price&shop_turn!!!handoff->request#price&request#price->greet&shop_turn->handoff,2
ask_availability#size&greet&handoff&request#price!!!greet->ask_availability#size&handoff->request#price&request#price->greet,1
ask_availability#size&greet&handoff&request#price!!!ask_availability#size->handoff&greet->ask_availability#size&request#price->greet,1
greet&handoff&send_image!!!greet->greet&handoff->send_image&send_image->greet,2
ask_is_bot&greet&handoff!!!greet->greet&greet->handoff&handoff->ask_is_bot,1
ask_is_bot&greet&handoff&shop_turn!!!ask_is_bot->shop_turn&greet->handoff&handoff->ask_is_bot,1
agree&ask_if_sells#size&handoff&send_image!!!agree->handoff&handoff->send_image&send_image->ask_if_sells#size,1
ask_availability#size&handoff&inform&shop_turn!!!handoff->inform&inform->shop_turn&shop_turn->ask_availability#size,4
agree&greet&handoff&shop_turn!!!greet->handoff&handoff->agree&shop_turn->greet,2
agree&greet&handoff&shop_turn!!!agree->shop_turn&greet->handoff&handoff->agree,2
agree&handoff&send_image!!!handoff->send_image&send_image->agree&send_image->handoff,3
agree&handoff&send_image&shop_turn!!!agree->shop_turn&handoff->send_image&send_image->agree,7
ask_availability#size&handoff&send_link&shop_turn!!!ask_availability#size->shop_turn&send_link->ask_availability#size&shop_turn->handoff,1
agree&handoff&inform!!!handoff->agree&inform->handoff&inform->inform,2
agree&ask_availability#size&request#price&shop_turn!!!agree->request#price&request#price->ask_availability#size&shop_turn->agree,1
agree&ask_availability#size&request#price&shop_turn!!!agree->request#price&ask_availability#size->shop_turn&request#price->ask_availability#size,1
ask_availability#size&request#price&send_image&shop_turn!!!ask_availability#size->shop_turn&request#price->ask_availability#size&shop_turn->send_image,3
ask_if_sells#size&handoff&inform!!!handoff->ask_if_sells#size&handoff->handoff&inform->handoff,1
inform&request#price&send_image&shop_turn!!!inform->send_image&request#price->inform&shop_turn->request#price,2
ask_if_sells#size&greet&send_image!!!greet->greet&greet->send_image&send_image->ask_if_sells#size,1
request#price&send_image&thank!!!request#price->send_image&send_image->send_image&send_image->thank,1
ask_if_sells#size&send_image&shop_turn&thank!!!send_image->thank&shop_turn->ask_if_sells#size&thank->shop_turn,1
ask_if_sells#size&inform&shop_turn&thank!!!ask_if_sells#size->inform&shop_turn->ask_if_sells#size&thank->shop_turn,1
agree&ask_availability#size&request#price&send_image!!!agree->send_image&request#price->ask_availability#size&send_image->request#price,4
agree&ask_if_sells#size&inform&shop_turn!!!ask_if_sells#size->shop_turn&inform->agree&shop_turn->inform,1
agree&inform&send_image&shop_turn!!!agree->shop_turn&inform->agree&shop_turn->send_image,1
ask_availability#size&shop_turn&thank!!!ask_availability#size->shop_turn&shop_turn->thank&thank->thank,1
ask_if_sells#size&handoff&request#price&send_image!!!ask_if_sells#size->send_image&request#price->handoff&send_image->request#price,1
handoff&request#price&send_image!!!handoff->send_image&request#price->handoff&send_image->handoff,6
ask_availability#size&ask_if_sells#size&send_image&shop_turn!!!ask_if_sells#size->send_image&send_image->shop_turn&shop_turn->ask_availability#size,2
ask_availability#size&handoff&request#price&shop_turn!!!ask_availability#size->request#price&handoff->shop_turn&shop_turn->ask_availability#size,5
ask_availability#size&request#price&send_image&shop_turn!!!ask_availability#size->request#price&request#price->shop_turn&shop_turn->send_image,4
ask_availability#size&greet&handoff&shop_turn!!!ask_availability#size->handoff&handoff->greet&shop_turn->ask_availability#size,1
ask_availability#size&greet&handoff&shop_turn!!!ask_availability#size->handoff&greet->shop_turn&handoff->greet,2
ask_availability#size&handoff&thank!!!ask_availability#size->ask_availability#size&handoff->ask_availability#size&thank->handoff,1
ask_availability#size&handoff!!!ask_availability#size->ask_availability#size&ask_availability#size->handoff&handoff->ask_availability#size,1
ask_availability#size&handoff&shop_turn!!!ask_availability#size->ask_availability#size&ask_availability#size->handoff&handoff->shop_turn,1
ask_availability#size&ask_if_sells#size&shop_turn&thank!!!ask_if_sells#size->shop_turn&shop_turn->thank&thank->ask_availability#size,1
ask_availability#size&handoff&shop_turn&thank!!!ask_availability#size->handoff&shop_turn->thank&thank->ask_availability#size,1
ask_availability#size&handoff&shop_turn&thank!!!ask_availability#size->handoff&handoff->shop_turn&thank->ask_availability#size,1
agree&send_image&shop_turn&thank!!!agree->thank&send_image->agree&shop_turn->send_image,1
agree&send_image&shop_turn&thank!!!agree->thank&send_image->agree&thank->shop_turn,1
ask_if_sells#size&inform&request#price&shop_turn!!!ask_if_sells#size->request#price&inform->ask_if_sells#size&shop_turn->inform,2
ask_if_sells#size&inform&request#price&shop_turn!!!ask_if_sells#size->request#price&inform->ask_if_sells#size&request#price->shop_turn,2
ask_if_sells#size&request#price&send_image&shop_turn!!!ask_if_sells#size->send_image&request#price->shop_turn&shop_turn->ask_if_sells#size,4
agree&greet&request#price&thank!!!agree->thank&greet->request#price&thank->greet,1
greet&request#price&shop_turn&thank!!!greet->request#price&request#price->shop_turn&thank->greet,1
ask_if_sells#size&greet&send_link&shop_turn!!!greet->ask_if_sells#size&send_link->shop_turn&shop_turn->greet,1
greet&handoff&send_image!!!greet->send_image&handoff->greet&handoff->handoff,2
ask_if_sells#size&greet&handoff&send_image!!!ask_if_sells#size->greet&greet->handoff&send_image->ask_if_sells#size,1
ask_if_sells#size&greet&handoff&shop_turn!!!ask_if_sells#size->greet&greet->handoff&handoff->shop_turn,1
ask_if_sells#size&request#price&send_image!!!request#price->ask_if_sells#size&request#price->send_image&send_image->request#price,1
ask_availability#size&inform&send_image!!!ask_availability#size->inform&inform->inform&send_image->ask_availability#size,3
ask_is_bot&inform&send_link&shop_turn!!!inform->shop_turn&send_link->ask_is_bot&shop_turn->send_link,1
ask_is_bot&handoff&send_link&shop_turn!!!ask_is_bot->handoff&send_link->ask_is_bot&shop_turn->send_link,1
ask_is_bot&handoff&send_link&shop_turn!!!ask_is_bot->handoff&handoff->shop_turn&send_link->ask_is_bot,1
agree&greet&shop_turn&thank!!!agree->thank&greet->shop_turn&thank->greet,1
greet&handoff&shop_turn&thank!!!greet->shop_turn&shop_turn->handoff&thank->greet,1
greet&handoff&request#price&shop_turn!!!greet->shop_turn&handoff->request#price&shop_turn->handoff,2
ask_availability#size&handoff&request#price&send_image!!!ask_availability#size->send_image&request#price->handoff&send_image->request#price,1
ask_is_bot&handoff&inform!!!handoff->ask_is_bot&handoff->handoff&inform->handoff,1
ask_is_bot&handoff&send_image!!!ask_is_bot->send_image&handoff->ask_is_bot&handoff->handoff,1
ask_is_bot&handoff&inform&send_image!!!ask_is_bot->send_image&handoff->ask_is_bot&send_image->inform,1
ask_is_bot&inform&send_image&shop_turn!!!ask_is_bot->send_image&inform->shop_turn&send_image->inform,1
agree&handoff&inform&shop_turn!!!handoff->agree&inform->handoff&shop_turn->inform,1
agree&greet&handoff&send_image!!!agree->send_image&greet->handoff&send_image->greet,1
agree&inform&shop_turn&thank!!!inform->thank&shop_turn->agree&thank->shop_turn,1
greet&inform&request#price&send_image!!!greet->request#price&request#price->send_image&send_image->inform,4
ask_availability#size&inform&request#price&send_image!!!inform->ask_availability#size&request#price->send_image&send_image->inform,1
ask_availability#size&inform&send_image!!!ask_availability#size->send_image&inform->ask_availability#size&send_image->inform,1
ask_availability#size&handoff&inform&send_image!!!ask_availability#size->send_image&inform->ask_availability#size&send_image->handoff,1
ask_availability#size&request#price&send_image!!!request#price->send_image&send_image->ask_availability#size&send_image->send_image,3
ask_availability#size&request#price&send_image!!!ask_availability#size->send_image&send_image->request#price&send_image->send_image,2
ask_availability#size&handoff&send_image!!!handoff->ask_availability#size&handoff->send_image&send_image->handoff,3
agree&handoff&shop_turn&thank!!!handoff->shop_turn&shop_turn->thank&thank->agree,1
agree&greet&shop_turn&thank!!!agree->greet&shop_turn->thank&thank->agree,1
agree&greet&thank!!!agree->greet&greet->greet&thank->agree,1
agree&greet&handoff!!!agree->greet&greet->greet&greet->handoff,1
agree&ask_availability#size&inform&shop_turn!!!agree->ask_availability#size&ask_availability#size->shop_turn&shop_turn->inform,1
agree&greet&send_image&thank!!!agree->thank&greet->send_image&thank->greet,1
greet&send_image&shop_turn!!!send_image->greet&send_image->send_image&shop_turn->send_image,1
greet&send_image!!!greet->send_image&send_image->greet&send_image->send_image,2
ask_if_sells#size&greet&inform&send_image!!!ask_if_sells#size->inform&inform->greet&send_image->ask_if_sells#size,1
ask_if_sells#size&greet&inform&send_image!!!ask_if_sells#size->inform&greet->send_image&inform->greet,1
ask_if_sells#size&inform&request#price&shop_turn!!!ask_if_sells#size->inform&request#price->ask_if_sells#size&shop_turn->request#price,3
inform&request#price&shop_turn&thank!!!inform->shop_turn&shop_turn->thank&thank->request#price,2
handoff&request#price&send_image&thank!!!request#price->send_image&send_image->handoff&thank->request#price,1
ask_if_sells#size&greet&handoff&send_image!!!ask_if_sells#size->send_image&greet->ask_if_sells#size&send_image->handoff,2
ask_if_sells#size&inform&request#price&shop_turn!!!inform->shop_turn&request#price->ask_if_sells#size&shop_turn->request#price,1
ask_availability#size&inform&send_image&shop_turn!!!ask_availability#size->inform&inform->send_image&shop_turn->ask_availability#size,1
ask_if_sells#size&inform&request#price&send_image!!!inform->request#price&request#price->ask_if_sells#size&send_image->inform,2
ask_if_sells#size&inform&request#price&shop_turn!!!ask_if_sells#size->shop_turn&inform->request#price&request#price->ask_if_sells#size,3
ask_if_sells#size&request#price&shop_turn&thank!!!ask_if_sells#size->shop_turn&request#price->ask_if_sells#size&shop_turn->thank,5
inform&request#price&send_image!!!inform->request#price&request#price->inform&send_image->inform,1
inform&request#price!!!inform->inform&inform->request#price&request#price->inform,2
agree&handoff&send_image&shop_turn!!!agree->send_image&send_image->shop_turn&shop_turn->handoff,2
agree&ask_if_sells#size&greet&shop_turn!!!ask_if_sells#size->shop_turn&greet->ask_if_sells#size&shop_turn->agree,1
inform&request#price&send_image!!!inform->inform&inform->request#price&send_image->inform,2
ask_if_sells#size&inform&send_image!!!ask_if_sells#size->inform&inform->ask_if_sells#size&send_image->inform,1
ask_if_sells#size&inform!!!ask_if_sells#size->inform&inform->ask_if_sells#size&inform->inform,1
greet&handoff&request#price&send_image!!!greet->send_image&handoff->request#price&request#price->greet,2
greet&request#price&send_image&shop_turn!!!greet->send_image&request#price->greet&send_image->shop_turn,1
ask_if_sells#size&handoff&shop_turn&thank!!!handoff->ask_if_sells#size&shop_turn->thank&thank->handoff,1
ask_if_sells#size&handoff&send_image&thank!!!ask_if_sells#size->send_image&handoff->ask_if_sells#size&thank->handoff,1
ask_is_bot&handoff&inform&shop_turn!!!ask_is_bot->handoff&handoff->inform&inform->shop_turn,2
greet&inform&shop_turn!!!greet->inform&inform->greet&shop_turn->inform,3
greet&inform&shop_turn!!!greet->inform&inform->greet&inform->shop_turn,2
inform&thank!!!inform->inform&inform->thank,1
ask_if_sells#size&inform&request#price&send_image!!!ask_if_sells#size->inform&request#price->send_image&send_image->ask_if_sells#size,1
handoff&request#price&shop_turn&thank!!!handoff->shop_turn&request#price->thank&shop_turn->request#price,1
agree&handoff&send_image!!!agree->handoff&handoff->send_image&send_image->send_image,2
greet&inform&send_image!!!inform->greet&inform->inform&send_image->inform,2
send_link&shop_turn&thank!!!shop_turn->send_link&shop_turn->thank&thank->shop_turn,2
ask_availability#size&ask_if_sells#size&handoff&shop_turn!!!ask_availability#size->shop_turn&ask_if_sells#size->ask_availability#size&handoff->ask_if_sells#size,1
ask_availability#size&inform&send_image!!!ask_availability#size->send_image&inform->send_image&send_image->inform,2
ask_if_sells#size&inform&shop_turn!!!ask_if_sells#size->inform&inform->shop_turn&shop_turn->inform,3
agree&ask_availability#size&request#price&shop_turn!!!agree->ask_availability#size&request#price->shop_turn&shop_turn->agree,2
agree&ask_availability#size&inform&send_image!!!agree->ask_availability#size&ask_availability#size->send_image&send_image->inform,1
ask_if_sells#size&handoff&inform&shop_turn!!!ask_if_sells#size->handoff&inform->ask_if_sells#size&shop_turn->inform,2
ask_if_sells#size&inform&request#price&send_image!!!ask_if_sells#size->request#price&inform->send_image&send_image->ask_if_sells#size,1
ask_availability#size&send_image&shop_turn!!!ask_availability#size->send_image&send_image->ask_availability#size&shop_turn->ask_availability#size,4
send_image&shop_turn&thank!!!send_image->shop_turn&send_image->thank&shop_turn->send_image,1
handoff&inform&request#price!!!handoff->request#price&inform->handoff&request#price->inform,2
ask_if_sells#size&greet&request#price&send_image!!!greet->request#price&request#price->ask_if_sells#size&send_image->greet,1
ask_if_sells#size&greet&request#price&shop_turn!!!ask_if_sells#size->shop_turn&greet->request#price&request#price->ask_if_sells#size,1
ask_availability#size&handoff&request#price&shop_turn!!!handoff->shop_turn&request#price->handoff&shop_turn->ask_availability#size,3
handoff&inform&send_image&thank!!!handoff->inform&send_image->handoff&thank->send_image,2
inform&request#price!!!inform->inform&inform->request#price&request#price->request#price,2
inform&request#price&send_image!!!inform->request#price&request#price->request#price&request#price->send_image,1
greet&inform&shop_turn&thank!!!greet->thank&inform->shop_turn&shop_turn->greet,2
agree&request#price&send_image&shop_turn!!!agree->request#price&request#price->send_image&send_image->shop_turn,2
agree&ask_if_sells#size&send_image&shop_turn!!!ask_if_sells#size->agree&send_image->ask_if_sells#size&shop_turn->send_image,1
agree&ask_if_sells#size&send_image&shop_turn!!!agree->shop_turn&ask_if_sells#size->agree&send_image->ask_if_sells#size,1
agree&ask_if_sells#size&shop_turn!!!agree->shop_turn&ask_if_sells#size->agree&shop_turn->agree,2
handoff&request#price&send_image&thank!!!handoff->thank&request#price->send_image&send_image->handoff,1
handoff&send_image&thank!!!handoff->thank&send_image->handoff&thank->handoff,2
agree&greet&send_image&shop_turn!!!agree->send_image&greet->shop_turn&shop_turn->agree,1
agree&greet&inform&shop_turn!!!agree->greet&greet->inform&shop_turn->agree,4
agree&greet&handoff&inform!!!agree->greet&greet->inform&inform->handoff,2
ask_if_sells#size&request#price&send_image&shop_turn!!!ask_if_sells#size->request#price&request#price->send_image&shop_turn->ask_if_sells#size,1
ask_if_sells#size&request#price&send_image!!!ask_if_sells#size->request#price&request#price->send_image&send_image->send_image,1
greet&inform&shop_turn!!!greet->greet&greet->shop_turn&shop_turn->inform,1
ask_availability#size&handoff&thank!!!ask_availability#size->handoff&handoff->ask_availability#size&handoff->thank,1
handoff&send_image&shop_turn&thank!!!handoff->thank&send_image->shop_turn&shop_turn->handoff,3
ask_if_sells#size&greet&handoff&thank!!!greet->ask_if_sells#size&handoff->thank&thank->greet,1
ask_if_sells#size&greet&send_image&thank!!!ask_if_sells#size->send_image&greet->ask_if_sells#size&thank->greet,2
ask_if_sells#size&inform!!!inform->ask_if_sells#size&inform->inform,2
greet&inform&send_image&shop_turn!!!inform->greet&send_image->shop_turn&shop_turn->inform,2
handoff&request#price&send_link&shop_turn!!!handoff->shop_turn&send_link->request#price&shop_turn->send_link,1
ask_availability#size&handoff&send_image!!!ask_availability#size->handoff&handoff->send_image&send_image->send_image,2
ask_is_bot&handoff&request#price&shop_turn!!!ask_is_bot->shop_turn&handoff->ask_is_bot&shop_turn->request#price,1
ask_is_bot&request#price&shop_turn!!!ask_is_bot->shop_turn&request#price->shop_turn&shop_turn->request#price,1
agree&ask_if_sells#size&request#price&send_image!!!agree->send_image&request#price->ask_if_sells#size&send_image->request#price,1
ask_availability#size&handoff&shop_turn&thank!!!handoff->shop_turn&shop_turn->thank&thank->ask_availability#size,7
ask_availability#size&handoff&shop_turn&thank!!!ask_availability#size->shop_turn&shop_turn->handoff&thank->ask_availability#size,2
inform&send_image&shop_turn&thank!!!inform->send_image&shop_turn->inform&thank->shop_turn,3
handoff&inform&send_image!!!handoff->send_image&inform->handoff&inform->inform,4
agree&shop_turn&thank!!!shop_turn->thank&thank->agree&thank->shop_turn,1
agree&shop_turn&thank!!!agree->thank&shop_turn->thank&thank->agree,1
agree&shop_turn&thank!!!agree->thank&thank->agree&thank->shop_turn,1
handoff&send_link&shop_turn!!!handoff->send_link&send_link->shop_turn&shop_turn->handoff,6
ask_is_bot&handoff&send_image&shop_turn!!!handoff->shop_turn&send_image->handoff&shop_turn->ask_is_bot,1
ask_is_bot&handoff&send_image!!!ask_is_bot->handoff&handoff->send_image&send_image->handoff,2
agree&greet&inform&shop_turn!!!agree->shop_turn&greet->inform&shop_turn->greet,1
ask_if_sells#size&handoff&inform!!!handoff->handoff&handoff->inform&inform->ask_if_sells#size,1
ask_if_sells#size&request#price&send_image!!!ask_if_sells#size->request#price&request#price->send_image&send_image->ask_if_sells#size,4
ask_if_sells#size&greet&inform&shop_turn!!!ask_if_sells#size->greet&inform->ask_if_sells#size&shop_turn->inform,1
ask_if_sells#size&greet&inform&shop_turn!!!ask_if_sells#size->greet&greet->shop_turn&inform->ask_if_sells#size,1
inform&request#price!!!inform->inform&inform->request#price,1
greet&request#price&shop_turn&thank!!!greet->thank&request#price->shop_turn&shop_turn->greet,1
greet&shop_turn&thank!!!greet->thank&shop_turn->greet&thank->greet,1
greet&handoff&thank!!!greet->handoff&greet->thank&thank->greet,1
greet&handoff&inform&thank!!!greet->handoff&handoff->inform&thank->greet,2
agree&inform&request#price&shop_turn!!!inform->shop_turn&request#price->agree&shop_turn->request#price,1
agree&request#price&shop_turn!!!agree->shop_turn&request#price->agree&shop_turn->agree,2
ask_availability#size&handoff&inform&shop_turn!!!handoff->inform&inform->ask_availability#size&shop_turn->handoff,1
ask_availability#size&ask_if_sells#size&inform&shop_turn!!!ask_availability#size->shop_turn&inform->ask_availability#size&shop_turn->ask_if_sells#size,1
agree&handoff&request#price&shop_turn!!!handoff->shop_turn&request#price->agree&shop_turn->request#price,2
handoff&send_image&send_link&shop_turn!!!send_image->shop_turn&send_link->send_image&shop_turn->handoff,1
ask_if_sells#size&handoff&send_image&thank!!!handoff->send_image&send_image->thank&thank->ask_if_sells#size,1
ask_if_sells#size&send_image&shop_turn&thank!!!ask_if_sells#size->shop_turn&send_image->thank&thank->ask_if_sells#size,1
agree&handoff&send_link&shop_turn!!!agree->shop_turn&handoff->send_link&shop_turn->handoff,1
ask_if_sells#size&handoff&send_image&shop_turn!!!ask_if_sells#size->handoff&handoff->send_image&shop_turn->ask_if_sells#size,2
ask_if_sells#size&handoff&inform&send_image!!!ask_if_sells#size->handoff&handoff->send_image&send_image->inform,2
ask_availability#size&ask_if_sells#size&send_image!!!ask_if_sells#size->send_image&send_image->ask_availability#size&send_image->send_image,2
agree&request#price&send_image&shop_turn!!!request#price->agree&send_image->shop_turn&shop_turn->request#price,2
ask_availability#size&greet&inform&shop_turn!!!greet->ask_availability#size&inform->greet&shop_turn->inform,1
ask_availability#size&greet&inform&shop_turn!!!ask_availability#size->shop_turn&greet->ask_availability#size&inform->greet,1
agree&ask_availability#size&greet&shop_turn!!!ask_availability#size->shop_turn&greet->ask_availability#size&shop_turn->agree,1
ask_if_sells#size&greet&send_image!!!greet->ask_if_sells#size&send_image->greet&send_image->send_image,1
ask_if_sells#size&greet&request#price&shop_turn!!!ask_if_sells#size->shop_turn&greet->ask_if_sells#size&shop_turn->request#price,2
ask_availability#size&handoff&request#price!!!ask_availability#size->handoff&handoff->ask_availability#size&request#price->handoff,1
ask_is_bot&greet&handoff&shop_turn!!!ask_is_bot->greet&greet->handoff&handoff->shop_turn,1
ask_is_bot&handoff&shop_turn&thank!!!handoff->ask_is_bot&shop_turn->thank&thank->handoff,1
ask_is_bot&handoff&shop_turn&thank!!!ask_is_bot->shop_turn&handoff->ask_is_bot&thank->handoff,1
ask_if_sells#size&greet&handoff&shop_turn!!!ask_if_sells#size->shop_turn&handoff->ask_if_sells#size&shop_turn->greet,2
agree&ask_is_bot&handoff&shop_turn!!!agree->handoff&handoff->ask_is_bot&shop_turn->agree,2
agree&ask_is_bot&handoff!!!agree->handoff&ask_is_bot->handoff&handoff->ask_is_bot,2
ask_availability#size&handoff&send_image!!!ask_availability#size->ask_availability#size&handoff->send_image&send_image->ask_availability#size,3
agree&inform&send_image!!!agree->send_image&inform->send_image&send_image->inform,1
ask_if_sells#size&greet&inform!!!ask_if_sells#size->inform&greet->ask_if_sells#size&greet->greet,1
ask_if_sells#size&greet&inform&shop_turn!!!ask_if_sells#size->inform&greet->ask_if_sells#size&inform->shop_turn,2
greet&request#price&send_image!!!greet->send_image&request#price->greet&send_image->send_image,2
ask_if_sells#size&handoff&request#price!!!ask_if_sells#size->request#price&handoff->ask_if_sells#size&request#price->handoff,2
ask_if_sells#size&handoff&request#price&shop_turn!!!ask_if_sells#size->request#price&handoff->shop_turn&request#price->handoff,2
ask_if_sells#size&request#price&send_image!!!ask_if_sells#size->ask_if_sells#size&request#price->send_image&send_image->ask_if_sells#size,1
ask_if_sells#size&greet&send_image&shop_turn!!!ask_if_sells#size->send_image&send_image->shop_turn&shop_turn->greet,2
ask_availability#size&ask_if_sells#size&send_image&shop_turn!!!ask_availability#size->shop_turn&ask_if_sells#size->send_image&shop_turn->ask_if_sells#size,1
ask_availability#size&ask_if_sells#size&send_image&shop_turn!!!ask_if_sells#size->send_image&send_image->ask_availability#size&shop_turn->ask_if_sells#size,1
ask_if_sells#size&ask_is_bot&request#price&shop_turn!!!ask_if_sells#size->request#price&request#price->shop_turn&shop_turn->ask_is_bot,1
greet&handoff&request#price!!!handoff->greet&handoff->handoff&request#price->handoff,1
agree&ask_if_sells#size&request#price&shop_turn!!!agree->request#price&request#price->ask_if_sells#size&shop_turn->agree,1
agree&ask_if_sells#size&request#price&shop_turn!!!agree->request#price&ask_if_sells#size->shop_turn&request#price->ask_if_sells#size,1
ask_availability#size&handoff&shop_turn!!!ask_availability#size->handoff&ask_availability#size->shop_turn&handoff->ask_availability#size,2
handoff&inform&thank!!!handoff->thank&inform->handoff&inform->inform,2
handoff&inform&shop_turn&thank!!!handoff->thank&inform->handoff&thank->shop_turn,6
ask_availability#size&handoff&request#price!!!ask_availability#size->request#price&handoff->handoff&request#price->handoff,1
ask_availability#size&inform&request#price&shop_turn!!!ask_availability#size->inform&request#price->shop_turn&shop_turn->ask_availability#size,2
agree&handoff&send_link&shop_turn!!!handoff->send_link&send_link->shop_turn&shop_turn->agree,1
agree&send_link&shop_turn&thank!!!agree->thank&send_link->shop_turn&shop_turn->agree,1
ask_if_sells#size&ask_is_bot&shop_turn!!!ask_if_sells#size->shop_turn&shop_turn->ask_if_sells#size&shop_turn->ask_is_bot,2
ask_if_sells#size&ask_is_bot&shop_turn!!!ask_if_sells#size->shop_turn&ask_is_bot->shop_turn&shop_turn->ask_is_bot,2
ask_availability#size&greet&request#price&shop_turn!!!greet->ask_availability#size&request#price->shop_turn&shop_turn->greet,2
ask_if_sells#size&handoff&inform&shop_turn!!!handoff->ask_if_sells#size&inform->handoff&shop_turn->inform,2
ask_if_sells#size&handoff&inform&shop_turn!!!ask_if_sells#size->shop_turn&handoff->ask_if_sells#size&inform->handoff,1
ask_if_sells#size&handoff&send_image!!!ask_if_sells#size->send_image&handoff->send_image&send_image->handoff,2
ask_if_sells#size&greet&handoff!!!greet->handoff&handoff->ask_if_sells#size&handoff->greet,1
ask_if_sells#size&greet&handoff&inform!!!ask_if_sells#size->inform&greet->handoff&handoff->ask_if_sells#size,1
handoff&request#price&send_link!!!handoff->handoff&handoff->send_link&send_link->request#price,1
handoff&inform&request#price&send_link!!!handoff->send_link&request#price->inform&send_link->request#price,1
inform&request#price&send_link&shop_turn!!!inform->shop_turn&request#price->inform&send_link->request#price,1
handoff&request#price&send_image&send_link!!!handoff->send_link&request#price->send_image&send_link->request#price,1
request#price&send_image&send_link&shop_turn!!!request#price->send_image&send_image->shop_turn&send_link->request#price,1
agree&handoff&send_image&thank!!!agree->thank&handoff->agree&send_image->handoff,1
agree&handoff&shop_turn&thank!!!agree->thank&handoff->agree&thank->shop_turn,2
ask_if_sells#size&handoff&request#price&shop_turn!!!ask_if_sells#size->handoff&request#price->ask_if_sells#size&shop_turn->request#price,1
handoff&send_image&send_link&shop_turn!!!handoff->send_link&send_image->shop_turn&shop_turn->handoff,1
agree&handoff&send_image&shop_turn!!!handoff->send_image&send_image->agree&shop_turn->handoff,2
agree&send_image&shop_turn&thank!!!agree->shop_turn&send_image->agree&shop_turn->thank,4
ask_availability#size&ask_if_sells#size&handoff&shop_turn!!!ask_availability#size->handoff&handoff->shop_turn&shop_turn->ask_if_sells#size,1
ask_availability#size&inform&request#price&send_image!!!ask_availability#size->send_image&request#price->ask_availability#size&send_image->inform,2
ask_if_sells#size&handoff&inform!!!ask_if_sells#size->handoff&inform->ask_if_sells#size&inform->inform,1
ask_availability#size&send_image&shop_turn!!!ask_availability#size->send_image&send_image->shop_turn&shop_turn->send_image,2
ask_availability#size&send_image&shop_turn&thank!!!ask_availability#size->shop_turn&shop_turn->send_image&thank->ask_availability#size,1
ask_availability#size&send_image&shop_turn!!!ask_availability#size->ask_availability#size&ask_availability#size->shop_turn&send_image->ask_availability#size,4
ask_availability#size&greet&handoff&shop_turn!!!ask_availability#size->handoff&greet->ask_availability#size&shop_turn->greet,4
ask_availability#size&greet&handoff!!!ask_availability#size->handoff&greet->ask_availability#size&handoff->ask_availability#size,1
ask_if_sells#size&greet&send_image&thank!!!greet->ask_if_sells#size&send_image->greet&thank->send_image,1
greet&send_image&shop_turn&thank!!!greet->send_image&send_image->shop_turn&shop_turn->thank,1
ask_is_bot&handoff&shop_turn!!!ask_is_bot->ask_is_bot&handoff->shop_turn&shop_turn->ask_is_bot,1
ask_is_bot&shop_turn!!!ask_is_bot->ask_is_bot&shop_turn->ask_is_bot,1
ask_is_bot&handoff!!!ask_is_bot->ask_is_bot&ask_is_bot->handoff,1
ask_is_bot&handoff&shop_turn!!!ask_is_bot->ask_is_bot&ask_is_bot->handoff&handoff->shop_turn,1
inform&request#price&send_image!!!inform->send_image&send_image->inform&send_image->request#price,1
greet&inform&request#price&send_image!!!inform->send_image&request#price->greet&send_image->request#price,1
greet&request#price&send_image&shop_turn!!!greet->shop_turn&request#price->greet&shop_turn->send_image,2
agree&ask_availability#size&handoff&send_image!!!agree->ask_availability#size&ask_availability#size->send_image&send_image->handoff,1
agree&inform&request#price&shop_turn!!!agree->inform&inform->shop_turn&shop_turn->request#price,1
ask_is_bot&greet&request#price&send_image!!!greet->ask_is_bot&request#price->greet&send_image->request#price,1
ask_is_bot&greet&request#price&shop_turn!!!ask_is_bot->shop_turn&greet->ask_is_bot&request#price->greet,1
agree&send_link&shop_turn!!!agree->shop_turn&send_link->shop_turn&shop_turn->agree,1
ask_availability#size&inform&send_image!!!inform->send_image&send_image->ask_availability#size&send_image->inform,1
handoff&inform&request#price!!!handoff->request#price&inform->handoff&request#price->handoff,1
